text	recoder	tare	rewardrepair	selfapr	gamma	allfailure
"LocalizedAssetBody getPseudoLocalizedAsset(Repository repository, FileMatch sourceFileMatch) throws CommandException { consoleWriter.a("" - Processing locale: "").fg(Color.CYAN).a(outputBcp47tag).print();  try { Asset assetByPathAndRepositoryId = assetClient.getAssetByPathAndRepositoryId(sourceFileMatch.getSourcePath(), repository.getId());  String assetContent = commandHelper.getFileContent(sourceFileMatch.getPath());  // TODO(P1) This is to inject xml:space=""preserve"" in the trans-unit element // in the xcode-generated xliff until xcode fixes the bug of not adding this attribute // See Xcode bug http://www.openradar.me/23410569 if (sourceFileMatch.getFileType().getClass() == XcodeXliffFileType.class) { assetContent = commandHelper.setPreserveSpaceInXliff(assetContent); }  LocalizedAssetBody pseudoLocalizedAsset = assetClient.getPseudoLocalizedAssetForContent( assetByPathAndRepositoryId.getId(), assetContent, sourceFileMatch.getFileType().getFilterConfigIdOverride());  logger.trace(""PseudoLocalizedAsset content = {}"", pseudoLocalizedAsset.getContent()); return pseudoLocalizedAsset; } catch (AssetNotFoundException e) { throw new CommandException(""Asset with path ["" + sourceFileMatch.getSourcePath() + ""] was not found in repo ["" + repositoryParam + ""]"", e); } } "	0	0	0	0	1	0
"@Override public void execute() throws CommandException { consoleWriter.newLine().a(""Pull pseudo localized asset from repository: "").fg(Color.CYAN).a(repositoryParam).println(2);  repository = commandHelper.findRepositoryByName(repositoryParam);  commandDirectories = new CommandDirectories(sourceDirectoryParam, targetDirectoryParam);  for (FileMatch sourceFileMatch : commandHelper.getSourceFileMatches(commandDirectories, fileType, sourceLocale, sourcePathFilterRegex)) { consoleWriter.a(""Localizing: "").fg(Color.CYAN).a(sourceFileMatch.getSourcePath()).println(); generatePseudoLocalizedFiles(repository, sourceFileMatch); } consoleWriter.fg(Color.GREEN).newLine().a(""Finished"").println(2); } "	0	0	0	0	1	0
private void dispatchPositionChangedCallback() { if (callbacks != null && !callbacks.isEmpty()) { for (Callbacks callback : callbacks) { callback.onSheetPositionChanged(dragView.getTop()); } } } 	0	1	0	0	1	0
private boolean isDraggableViewUnder(int x, int y) { return getVisibility() == VISIBLE && viewDragHelper.isViewUnder(this, x, y); } 	0	0	0	0	1	0
@Override public int clampViewPositionVertical(View child, int top, int dy) { return Math.min(Math.max(top, dragViewExpandedTop), dragViewBottom); } 	0	0	0	0	1	0
@Override protected void onAttachedToWindow() { super.onAttachedToWindow(); viewDragHelper = ViewDragHelper.create(this, dragHelperCallbacks); } 	0	1	0	0	1	0
"private void addOrderSeries(final Document document, final Entity entity, final List<String> orderHeader) throws DocumentException { PdfPTable table = PdfUtil.createTableWithHeader(4, orderHeader, false); List<Entity> genealogies = getGenealogies(entity); Collections.sort(genealogies, new EntityOrderNumberComparator()); for (Entity genealogy : genealogies) { Entity order = (Entity) genealogy.getField(""order""); table.addCell(new Phrase(order.getField(""number"").toString(), PdfUtil.getArialRegular9Dark())); table.addCell(new Phrase(order.getField(""name"").toString(), PdfUtil.getArialRegular9Dark())); Entity product = (Entity) order.getField(""product""); if (product == null) { table.addCell(new Phrase("""", PdfUtil.getArialRegular9Dark())); } else { table.addCell(new Phrase(product.getField(""name"").toString(), PdfUtil.getArialRegular9Dark())); } table.addCell(new Phrase(genealogy.getField(""batch"").toString(), PdfUtil.getArialRegular9Dark())); } document.add(table); } "	0	0	0	0	1	0
@Test public void addLayerInputOnly() { NeuralNetwork nn = new NeuralNetwork(); nn.addLayer(2); ArrayList<Perceptron> inputLayer = nn.layers.get(0); for(Perceptron p : inputLayer) { assertNull(p.inputs); assertNull(p.outputs); } } 	0	0	0	0	1	0
"public void processInputFile (File file) { this.processedLines = 0l;  try { final FileReader inputFileReader = new FileReader(file); final BufferedReader inputStream = new BufferedReader(inputFileReader); String line = null; while ((line = inputStream.readLine()) != null) { final RMRecord record = processSingleLine(line); if(record != null) { // process the record addRmRecordToDataset(record); } processedLines++; }  inputStream.close(); LOG.info(""Processed "" + this.processedLines + "" lines of PMRM0003I type.""); LOG.info(""Number of testCase tables found: "" + getRootCases().size()); } catch (IOException e) { e.printStackTrace(); } finally { //notify the observers that we are done setChanged(); notifyObservers(new ParsingHasFinishedEvent()); } } "	1	1	1	1	1	0
"public void test11() { GrammarRelation[] ddd = WordNetProvider.getInstance().getPossibleGrammarForms(""витая""); System.out.println(Arrays.toString(ddd)); Euristic matched = matched(getRulesList11(), ""ложечка витая""); assertNotNull(matched); } "	0	0	0	0	1	0
@Override public boolean supportsFoldRegions(Document document, boolean quick) { return textRange != null && items.stream().allMatch(i -> i.supportsFoldRegions(document, quick)); } 	0	0	0	0	1	0
@Override public void onEntityCollidedWithBlock(World world, int x, int y, int z, Entity entity) { // If the entity is a living entity if (entity instanceof EntityLivingBase) { entity.attackEntityFrom(DamageSource.cactus, 1);  if (world.getBlockMetadata(x, y, z) == 1) { ((EntityLiving) entity).addPotionEffect(new PotionEffect(Potion.poison.id, 7 * 20, 0)); } else if (world.getBlockMetadata(x, y, z) == 2) { entity.setFire(7); } } } 	0	0	0	0	1	0
"public ArrayList<Token> parsear(String regEx) { ArrayList<Token> tokens = new ArrayList<Token>(); String[] characters = regEx.split(""""); Token token = new Token("""",""""); String generator = """"; for (String character : characters) { if(tokenValidator.isQuantifier(character)){ token.setQuantifier(character); token.setGenerator(generator); tokens.add(token); generator = """"; token = new Token("""",""""); } else{ if(tokenValidator.isOpenUnionGenerator(generator) || tokenValidator.isEscaped(generator)){ generator += character; } else{ if(generator != """"){ token.setGenerator(generator); tokens.add(token); token = new Token("""",""""); generator = """"; } generator = character; } }  }  if(tokenValidator.isLastGenerator(generator)){ token.setGenerator(generator); tokens.add(token); } return tokens; } "	0	1	0	0	1	0
"public void testListenerIsCallableFromNetworkThreads() throws Throwable { ThreadPool threadPool = new TestThreadPool(""testListenerIsCallableFromNetworkThreads""); try { final PlainListenableActionFuture<Object> future; if (randomBoolean()) { future = PlainListenableActionFuture.newDispatchingListenableFuture(threadPool); } else { future = new PlainListenableActionFuture<>(); } final CountDownLatch listenerCalled = new CountDownLatch(1); final AtomicReference<Throwable> error = new AtomicReference<>(); final Object response = new Object(); future.addListener(new ActionListener<Object>() { @Override public void onResponse(Object o) { listenerCalled.countDown(); }  @Override public void onFailure(Exception e) { error.set(e); listenerCalled.countDown(); } }); Thread networkThread = new Thread(new AbstractRunnable() { @Override public void onFailure(Exception e) { error.set(e); listenerCalled.countDown(); }  @Override protected void doRun() throws Exception { future.onResponse(response); } }, Transports.TEST_MOCK_TRANSPORT_THREAD_PREFIX + ""_testListenerIsCallableFromNetworkThread""); networkThread.start(); networkThread.join(); listenerCalled.await(); if (error.get() != null) { throw error.get(); } } finally { ThreadPool.terminate(threadPool, 10, TimeUnit.SECONDS); } } "	0	0	0	0	1	0
public final void expand(int index) { expand(index); } 	0	0	0	0	1	0
"public void startCapturingVideo(File file) { if (file == null) { file = new File(getContext().getExternalFilesDir(null), ""video.mp4""); } if (mCameraController.startVideo(file)) { mUiHandler.post(new Runnable() { @Override public void run() { mKeepScreenOn = getKeepScreenOn(); if (!mKeepScreenOn) setKeepScreenOn(true); } }); } } "	0	0	0	0	1	0
"protected void doGet(HttpServletRequest request, HttpServletResponse response) throws ServletException, IOException { String subOrPost = request.getParameter(""subOrPost""); response.setContentType(""application/json""); response.addHeader(""Access-Control-Allow-Origin"", ""*""); response.getWriter().write(ReturnAddress.returnAddFamVio(subOrPost)); // response.getWriter().write(ReturnAddress.returnAddFamVio(""3000"")); } "	0	1	0	0	1	0
"private void parseEntity(int index) { /* * Get all the information from the JSON and process the data into * strings that the class can uses */ String entityID = json.getString(index, ENTITYID).replaceAll(regEx, """"); String[] drop = json.getString(index, DROPS).replaceAll(regEx, """").split("",+""); float min = Float.parseFloat(json.getString(index, MIN).replaceAll(regEx, """")); float max = Float.parseFloat(json.getString(index, MAX).replaceAll(regEx, """"));  if (!json.getString(index, MODID).equalsIgnoreCase(MINECRAFT)) entityName.append(json.getString(index, MODID).replaceAll(regEx, """")).append(""."");  if (entityID.endsWith(""*"")) { isWildCard = true; entityID = entityID.substring(0, entityID.lastIndexOf(""*"")); }  entityName.append(entityID);  if (isWildCard) wildcardMap.add(new EntityData(entityName.toString(), drop, min, max)); else entityMap.put(entityName.toString(), new EntityData(drop, min, max));  } "	0	0	0	0	1	0
private static Document parseText(String text) throws DocumentException {  final SAXReader reader = new SAXReader(); final String encoding = getEncoding(text);  InputSource source = new InputSource(new StringReader(text)); source.setEncoding(encoding);  return reader.read(source); } 	0	0	0	0	1	0
@Override protected void checkAndDropBlock(World world, int x, int y, int z) { int meta = world.getBlockMetadata(x, y, z); if (!this.canBlockStay(world, x, y, z, meta)) { this.dropBlockAsItem(world, x, y, z, meta, 0); world.setBlockToAir(x, y, z); } } 	0	0	0	0	1	0
protected void checkBillCommitteeAgendas(BillView content, BillView reference, SpotCheckObservation<BaseBillId> obsrv) { String content_str = serialize(content.getCommitteeAgendas(), true); String reference_str = serialize(content.getCommitteeAgendas(), true); if (!content_str.equals(reference_str)) obsrv.addMismatch(new SpotCheckMismatch(BILL_COMMITTEE_AGENDAS_OPENLEG_DEV, content_str, reference_str)); } 	1	1	1	1	1	0
"@Override public String toString() { if (isSuccess()) { return ""success""; } else if (isTimeout()) { return ""timeout""; } else { final ZclStatus status = ZclStatus.getStatus((byte) getStatusCode().intValue()); return ""message: "" + status.name() + ""(0x"" + Integer.toHexString(status.getId()) + "", "" + status.getDescription(); } } "	0	1	0	0	1	0
"public synchronized void insertOrUpdateAppDetails(AppInfo appInfo) { SQLiteDatabase db = getWritableDatabase();  Cursor c = null; try { c = db.query(AppDetailsTable.DATABASE_TABLE_NAME, new String[] { AppDetailsTable.ROWID }, AppDetailsTable.APPINFO_ID + ""=?"", new String[] { Long.toString(appInfo.getId()) }, null, null, null); if (c.getCount() < 1 || !c.moveToNext()) { saveAppDetails(appInfo); } else { long id = saveAppDetails(db, appInfo); appInfo.getDetails().setId(id); updateAppDetails(appInfo.getDetails()); } } finally { if (c != null) { c.close(); } } } "	0	0	0	0	1	0
"@Override public DiscoveryResult createResult(ServiceInfo info) { DiscoveryResult result = null; ThingUID uid = getThingUID(info); if (uid != null) { Map<String, Object> properties = new HashMap<>(4); String label; try { label = info.getName(); } catch (Exception e) { label = ""unnamed enigma2 device""; } // remove the domain from the name InetAddress[] addrs = info.getInetAddresses();  if (addrs.length > 1) { logger.warn(""Enigma2 device {} ({}) reports multiple addresses - using the first one! {}"", info.getName(), label, Arrays.toString(addrs)); }  properties.put(Enigma2BindingConstants.DEVICE_PARAMETER_HOST, addrs[0].getHostAddress()); properties.put(Enigma2BindingConstants.DEVICE_PARAMETER_USER, """"); properties.put(Enigma2BindingConstants.DEVICE_PARAMETER_PASSWORD, """"); properties.put(Enigma2BindingConstants.DEVICE_PARAMETER_REFRESH, ""5000""); return DiscoveryResultBuilder.create(uid).withProperties(properties).withLabel(label).build(); } return result; } "	0	1	0	1	1	0
"public static String notContains() { return getInstance().getString(""not_contains"", """"); } "	0	0	0	0	1	0
"public static String blackList() { return getInstance().getString(""black_list"", """"); } "	0	0	0	0	1	0
"public JSONObject toJSON() { JSONObject jsonObject = new JSONObject(); if (userId != null) { jsonObject.put(""userId"", new JSONNumber(userId)); } jsonObject.put(""firstName"", new JSONString(firstName)); jsonObject.put(""lastName"", new JSONString(lastName)); jsonObject.put(""email"", new JSONString(email)); // TODO: do not use this as it is the ""security user"" placeholder //        jsonObject.put(""username"", new JSONString(email)); if (role != null) { jsonObject.put(""role"", new JSONString(role)); }  JSONArray groupArray = new JSONArray(); for (int i = 0; i < groupList.size(); i++) { groupArray.set(i, new JSONString(groupList.get(i))); } jsonObject.put(""groups"", groupArray);  JSONArray availableGroupArray = new JSONArray(); for (int i = 0; i < availableGroupList.size(); i++) { availableGroupArray.set(i, new JSONString(availableGroupList.get(i))); } jsonObject.put(""availableGroups"", availableGroupArray);  if (password != null) { jsonObject.put(""password"", new JSONString(password)); }  JSONArray organismPermissions = new JSONArray(); int index = 0; for (String organism : organismPermissionMap.keySet()) { JSONObject orgPermission = new JSONObject(); orgPermission.put(organism, organismPermissionMap.get(organism).toJSON()); organismPermissions.set(index, orgPermission); ++index; } jsonObject.put(""organismPermissions"", organismPermissions);   return jsonObject; } "	0	1	0	0	1	0
public boolean withdraw(float amount) { if (amount > 0.0f) { // KG: incorrect, last balance check should be >= if (getState() == State.OPEN || (getState() == State.OVERDRAWN && balance > -100.0f)) { balance = balance - amount; numWithdraws++; if (numWithdraws > 10) balance = balance - 2.0f; if (balance < 0.0f) { setState(State.OVERDRAWN); } return true; } } return false; } 	1	0	1	0	1	0
